ID	GO
GBJ002_01105	GO:0000166
GBJ002_01105	GO:0002161
GBJ002_01105	GO:0004822
GBJ002_01105	GO:0005524
GBJ002_01105	GO:0005829
GBJ002_01105	GO:0006428
GBJ002_01105	GO:0008270
GBJ002_01109	GO:0000917
GBJ002_01109	GO:0005737
GBJ002_01109	GO:0043093
GBJ002_01113	GO:0003677
GBJ002_01113	GO:0003700
GBJ002_01113	GO:0006352
GBJ002_01113	GO:0006355
GBJ002_01113	GO:0016987
GBJ002_01114	GO:0003677
GBJ002_01114	GO:0003700
GBJ002_01114	GO:0006352
GBJ002_01114	GO:0006355
GBJ002_01114	GO:0016987
GBJ002_01114	GO:0030435
GBJ002_01115	GO:0004190
GBJ002_01115	GO:0006508
GBJ002_01115	GO:0030436
GBJ002_01116	GO:0000910
GBJ002_01116	GO:0003924
GBJ002_01116	GO:0005525
GBJ002_01117	GO:0005515
GBJ002_01117	GO:0005524
GBJ002_01117	GO:0043093
GBJ002_01118	GO:0005886
GBJ002_01118	GO:0032153
GBJ002_01118	GO:0043093
GBJ002_01119	GO:0005829
GBJ002_01119	GO:0008360
GBJ002_01119	GO:0008762
GBJ002_01119	GO:0009252
GBJ002_01119	GO:0050660
GBJ002_01119	GO:0051301
GBJ002_01119	GO:0071555
GBJ002_01119	GO:0071949
GBJ002_01120	GO:0005886
GBJ002_01120	GO:0005975
GBJ002_01120	GO:0008360
GBJ002_01120	GO:0009252
GBJ002_01120	GO:0030259
GBJ002_01120	GO:0050511
GBJ002_01120	GO:0051301
GBJ002_01120	GO:0051991
GBJ002_01120	GO:0071555
GBJ002_01121	GO:0009252
GBJ002_01121	GO:0016020
GBJ002_01121	GO:0030436
GBJ002_01122	GO:0005524
GBJ002_01122	GO:0005737
GBJ002_01122	GO:0008360
GBJ002_01122	GO:0008764
GBJ002_01122	GO:0009252
GBJ002_01122	GO:0051301
GBJ002_01122	GO:0071555
GBJ002_01123	GO:0005886
GBJ002_01123	GO:0008360
GBJ002_01123	GO:0008963
GBJ002_01123	GO:0009252
GBJ002_01123	GO:0016020
GBJ002_01123	GO:0046872
GBJ002_01123	GO:0051301
GBJ002_01123	GO:0051992
GBJ002_01123	GO:0071555
GBJ002_01124	GO:0000287
GBJ002_01124	GO:0005524
GBJ002_01124	GO:0005737
GBJ002_01124	GO:0008360
GBJ002_01124	GO:0008765
GBJ002_01124	GO:0009058
GBJ002_01124	GO:0009252
GBJ002_01124	GO:0016874
GBJ002_01124	GO:0051301
GBJ002_01124	GO:0071555
GBJ002_01125	GO:0008658
GBJ002_01125	GO:0009252
GBJ002_01125	GO:0030436
GBJ002_01127	GO:0000910
GBJ002_01127	GO:0005886
GBJ002_01127	GO:0016020
GBJ002_01127	GO:0032153
GBJ002_01127	GO:0043093
GBJ002_01128	GO:0005737
GBJ002_01128	GO:0016434
GBJ002_01128	GO:0070475
GBJ002_01128	GO:0071424
GBJ002_01129	GO:0003824
GBJ002_01129	GO:0016874
GBJ002_01129	GO:0071793
GBJ002_01131	GO:0008080
GBJ002_01131	GO:0016747
GBJ002_01133	GO:0003735
GBJ002_01133	GO:0006412
GBJ002_01133	GO:0015934
GBJ002_01135	GO:0000049
GBJ002_01135	GO:0005524
GBJ002_01135	GO:0005737
GBJ002_01135	GO:0006400
GBJ002_01135	GO:0016879
GBJ002_01138	GO:0016020
GBJ002_01138	GO:0030436
GBJ002_01139	GO:0004595
GBJ002_01139	GO:0005524
GBJ002_01139	GO:0005737
GBJ002_01139	GO:0015937
GBJ002_01140	GO:0031167
GBJ002_01140	GO:0052913
GBJ002_01143	GO:0005737
GBJ002_01150	GO:0004328
GBJ002_01150	GO:0033388
GBJ002_01150	GO:0050126
GBJ002_01152	GO:0004129
GBJ002_01152	GO:0016020
GBJ002_01154	GO:0004129
GBJ002_01154	GO:0015990
GBJ002_01155	GO:0004129
GBJ002_01155	GO:0016020
GBJ002_01156	GO:0005886
GBJ002_01156	GO:0006783
GBJ002_01156	GO:0008495
GBJ002_01156	GO:0016020
GBJ002_01156	GO:0048034
GBJ002_01157	GO:0005886
GBJ002_01157	GO:0006784
GBJ002_01157	GO:0016653
GBJ002_01157	GO:0046872
GBJ002_01158	GO:0004736
GBJ002_01158	GO:0005524
GBJ002_01158	GO:0005737
GBJ002_01158	GO:0006090
GBJ002_01158	GO:0006094
GBJ002_01167	GO:0003924
GBJ002_01167	GO:0005525
GBJ002_01167	GO:0006412
GBJ002_01167	GO:0006950
GBJ002_01173	GO:0005737
GBJ002_01173	GO:0008295
GBJ002_01173	GO:0008792
GBJ002_01173	GO:0009446
GBJ002_01174	GO:0003810
GBJ002_01174	GO:0030435
GBJ002_01183	GO:0004148
GBJ002_01183	GO:0050660
GBJ002_01186	GO:0004739
GBJ002_01186	GO:0006086
GBJ002_01186	GO:0009083
GBJ002_01186	GO:0045254
GBJ002_01188	GO:0006412
GBJ002_01188	GO:0036211
GBJ002_01188	GO:0042586
GBJ002_01188	GO:0043686
GBJ002_01188	GO:0046872
GBJ002_01190	GO:0000428
GBJ002_01190	GO:0001054
GBJ002_01190	GO:0001055
GBJ002_01190	GO:0001056
GBJ002_01190	GO:0001057
GBJ002_01190	GO:0001058
GBJ002_01190	GO:0001066
GBJ002_01190	GO:0003677
GBJ002_01194	GO:0009089
GBJ002_01194	GO:0019877
GBJ002_01194	GO:0050118
GBJ002_01195	GO:0009089
GBJ002_01195	GO:0019877
GBJ002_01195	GO:0047200
GBJ002_01197	GO:0180001
GBJ002_01205	GO:0008670
GBJ002_01205	GO:0009062
GBJ002_01208	GO:0006799
GBJ002_01208	GO:0008976
GBJ002_01208	GO:0009358
GBJ002_01210	GO:0000287
GBJ002_01210	GO:0004309
GBJ002_01210	GO:0006798
GBJ002_01218	GO:0003871
GBJ002_01218	GO:0008270
GBJ002_01218	GO:0008652
GBJ002_01218	GO:0009086
GBJ002_01218	GO:0032259
GBJ002_01224	GO:0003824
GBJ002_01224	GO:0009058
GBJ002_01230	GO:0004556
GBJ002_01230	GO:0004574
GBJ002_01230	GO:0005737
GBJ002_01230	GO:0009313
GBJ002_01230	GO:0046872
GBJ002_01249	GO:0019509
GBJ002_01249	GO:0046523
GBJ002_01250	GO:0005524
GBJ002_01250	GO:0009086
GBJ002_01250	GO:0019509
GBJ002_01250	GO:0046522
GBJ002_01253	GO:0000287
GBJ002_01253	GO:0015977
GBJ002_01253	GO:0016984
GBJ002_01253	GO:0019509
GBJ002_01253	GO:0043715
GBJ002_01254	GO:0016791
GBJ002_01254	GO:0019509
GBJ002_01254	GO:0043716
GBJ002_01254	GO:0071267
GBJ002_01255	GO:0005737
GBJ002_01255	GO:0008270
GBJ002_01255	GO:0019509
GBJ002_01255	GO:0046570
GBJ002_01256	GO:0005506
GBJ002_01256	GO:0010308
GBJ002_01256	GO:0010309
GBJ002_01256	GO:0016151
GBJ002_01256	GO:0019284
GBJ002_01256	GO:0019509
GBJ002_01266	GO:0005737
GBJ002_01266	GO:0009401
GBJ002_01270	GO:0003700
GBJ002_01270	GO:0015716
GBJ002_01271	GO:0004342
GBJ002_01271	GO:0005737
GBJ002_01271	GO:0005975
GBJ002_01271	GO:0006043
GBJ002_01271	GO:0006046
GBJ002_01271	GO:0019262
GBJ002_01271	GO:0042802
GBJ002_01272	GO:0006044
GBJ002_01272	GO:0008448
GBJ002_01274	GO:0005515
GBJ002_01274	GO:0005737
GBJ002_01274	GO:0006260
GBJ002_01274	GO:0007059
GBJ002_01274	GO:0051301
GBJ002_01274	GO:0051304
GBJ002_01275	GO:0005737
GBJ002_01275	GO:0006260
GBJ002_01275	GO:0007059
GBJ002_01275	GO:0051301
GBJ002_01284	GO:0030436
GBJ002_01285	GO:0030436
GBJ002_01286	GO:0030436
GBJ002_01291	GO:0003677
GBJ002_01291	GO:0003700
GBJ002_01291	GO:0006352
GBJ002_01291	GO:0006355
GBJ002_01291	GO:0016987
GBJ002_01292	GO:0004672
GBJ002_01292	GO:0004676
GBJ002_01292	GO:0004677
GBJ002_01292	GO:0004679
GBJ002_01292	GO:0004711
GBJ002_01292	GO:0005524
GBJ002_01292	GO:0006468
GBJ002_01292	GO:0016989
GBJ002_01292	GO:0030435
GBJ002_01292	GO:0030436
GBJ002_01292	GO:0035175
GBJ002_01292	GO:0035402
GBJ002_01292	GO:0035403
GBJ002_01292	GO:0035979
GBJ002_01292	GO:0042174
GBJ002_01292	GO:0044022
GBJ002_01292	GO:0044023
GBJ002_01292	GO:0044024
GBJ002_01292	GO:0044025
GBJ002_01292	GO:0045892
GBJ002_01292	GO:0072354
GBJ002_01292	GO:0072371
GBJ002_01292	GO:0072518
GBJ002_01292	GO:0106310
GBJ002_01292	GO:0140823
GBJ002_01292	GO:0140855
GBJ002_01292	GO:0140857
GBJ002_01292	GO:1990244
GBJ002_01293	GO:0006355
GBJ002_01293	GO:0030435
GBJ002_01293	GO:0045152
GBJ002_01303	GO:0006824
GBJ002_01303	GO:0015087
GBJ002_01303	GO:0015095
GBJ002_01303	GO:0015693
GBJ002_01303	GO:0016020
GBJ002_01304	GO:0006213
GBJ002_01304	GO:0016154
GBJ002_01305	GO:0004731
GBJ002_01305	GO:0009116
GBJ002_01306	GO:0000287
GBJ002_01306	GO:0005737
GBJ002_01306	GO:0005829
GBJ002_01306	GO:0006015
GBJ002_01306	GO:0006018
GBJ002_01306	GO:0008973
GBJ002_01306	GO:0009117
GBJ002_01306	GO:0030145
GBJ002_01306	GO:0043094
GBJ002_01308	GO:0006310
GBJ002_01308	GO:0009009
GBJ002_01311	GO:0030436
GBJ002_01328	GO:0008703
GBJ002_01328	GO:0008835
GBJ002_01329	GO:0004746
GBJ002_01330	GO:0000287
GBJ002_01330	GO:0003935
GBJ002_01330	GO:0005525
GBJ002_01330	GO:0005829
GBJ002_01330	GO:0008270
GBJ002_01330	GO:0008686
GBJ002_01330	GO:0009231
GBJ002_01330	GO:0030145
GBJ002_01331	GO:0000906
GBJ002_01331	GO:0005829
GBJ002_01331	GO:0009231
GBJ002_01331	GO:0009349
GBJ002_01333	GO:0004076
GBJ002_01333	GO:0005506
GBJ002_01333	GO:0009102
GBJ002_01333	GO:0051536
GBJ002_01333	GO:0051537
GBJ002_01333	GO:0051539
GBJ002_01333	GO:1904047
GBJ002_01334	GO:0008168
GBJ002_01334	GO:0009102
GBJ002_01334	GO:0010340
GBJ002_01334	GO:0032259
GBJ002_01334	GO:0102130
GBJ002_01336	GO:0008710
GBJ002_01336	GO:0009102
GBJ002_01336	GO:0030170
GBJ002_01337	GO:0000287
GBJ002_01337	GO:0004141
GBJ002_01337	GO:0005524
GBJ002_01337	GO:0005829
GBJ002_01337	GO:0009102
GBJ002_01338	GO:0004015
GBJ002_01338	GO:0009102
GBJ002_01340	GO:0006814
GBJ002_01340	GO:0015297
GBJ002_01340	GO:0015385
GBJ002_01340	GO:0016020
GBJ002_01340	GO:1902600
GBJ002_01346	GO:0004585
GBJ002_01346	GO:0005737
GBJ002_01346	GO:0006526
GBJ002_01346	GO:0016597
GBJ002_01346	GO:0019240
GBJ002_01346	GO:0042450
GBJ002_01347	GO:0003992
GBJ002_01347	GO:0005737
GBJ002_01347	GO:0006525
GBJ002_01347	GO:0006526
GBJ002_01347	GO:0008483
GBJ002_01347	GO:0030170
GBJ002_01347	GO:0042802
GBJ002_01348	GO:0003991
GBJ002_01348	GO:0005524
GBJ002_01348	GO:0005737
GBJ002_01348	GO:0006526
GBJ002_01348	GO:0042450
GBJ002_01349	GO:0004042
GBJ002_01349	GO:0004358
GBJ002_01349	GO:0005737
GBJ002_01349	GO:0006526
GBJ002_01349	GO:0006592
GBJ002_01350	GO:0003942
GBJ002_01350	GO:0005737
GBJ002_01350	GO:0006526
GBJ002_01350	GO:0006592
GBJ002_01350	GO:0051287
GBJ002_01350	GO:0070401
GBJ002_01355	GO:0003941
GBJ002_01355	GO:0006094
GBJ002_01355	GO:0006565
GBJ002_01356	GO:0003941
GBJ002_01356	GO:0006094
GBJ002_01356	GO:0006565
GBJ002_01358	GO:0008270
GBJ002_01358	GO:0016891
GBJ002_01358	GO:0042780
GBJ002_01358	GO:0042781
GBJ002_01361	GO:0015444
GBJ002_01361	GO:0015693
GBJ002_01361	GO:0016020
GBJ002_01363	GO:0000287
GBJ002_01363	GO:0003684
GBJ002_01363	GO:0003887
GBJ002_01363	GO:0005829
GBJ002_01363	GO:0006261
GBJ002_01363	GO:0006281
GBJ002_01363	GO:0009432
GBJ002_01363	GO:0042276
GBJ002_01373	GO:0045454
GBJ002_01381	GO:0004148
GBJ002_01381	GO:0050660
GBJ002_01382	GO:0005524
GBJ002_01382	GO:0005737
GBJ002_01382	GO:0006083
GBJ002_01382	GO:0006113
GBJ002_01382	GO:0008776
GBJ002_01382	GO:0016310
GBJ002_01382	GO:0047761
GBJ002_01383	GO:0006552
GBJ002_01383	GO:0050049
GBJ002_01384	GO:0019605
GBJ002_01384	GO:0050182
GBJ002_01394	GO:0004803
GBJ002_01405	GO:0000160
GBJ002_01405	GO:0003677
GBJ002_01405	GO:0003700
GBJ002_01405	GO:0005509
GBJ002_01405	GO:0005737
GBJ002_01405	GO:0006355
GBJ002_01405	GO:0030435
GBJ002_01405	GO:0042173
GBJ002_01405	GO:0043937
GBJ002_01405	GO:0051606
GBJ002_01406	GO:0008236
GBJ002_01406	GO:0030436
GBJ002_01407	GO:0005524
GBJ002_01407	GO:0006281
GBJ002_01407	GO:0006310
GBJ002_01408	GO:0003677
GBJ002_01408	GO:0003700
GBJ002_01408	GO:0005737
GBJ002_01408	GO:0006355
GBJ002_01408	GO:0006526
GBJ002_01408	GO:0034618
GBJ002_01408	GO:0051259
GBJ002_01408	GO:1900079
GBJ002_01410	GO:0000287
GBJ002_01410	GO:0005737
GBJ002_01410	GO:0005829
GBJ002_01410	GO:0008615
GBJ002_01410	GO:0008661
GBJ002_01410	GO:0009228
GBJ002_01410	GO:0009240
GBJ002_01410	GO:0016114
GBJ002_01410	GO:0019288
GBJ002_01410	GO:0030976
GBJ002_01410	GO:0052865
GBJ002_01412	GO:0005829
GBJ002_01412	GO:0006308
GBJ002_01412	GO:0008855
GBJ002_01412	GO:0009318
GBJ002_01413	GO:0003676
GBJ002_01413	GO:0005737
GBJ002_01413	GO:0006308
GBJ002_01413	GO:0008855
GBJ002_01413	GO:0009318
GBJ002_01414	GO:0000105
GBJ002_01414	GO:0004477
GBJ002_01414	GO:0004488
GBJ002_01414	GO:0005829
GBJ002_01414	GO:0006164
GBJ002_01414	GO:0009086
GBJ002_01414	GO:0035999
GBJ002_01415	GO:0003723
GBJ002_01415	GO:0005829
GBJ002_01415	GO:0006353
GBJ002_01415	GO:0031564
GBJ002_01417	GO:0004075
GBJ002_01417	GO:0009317
GBJ002_01417	GO:0016874
GBJ002_01418	GO:0003989
GBJ002_01418	GO:0006633
GBJ002_01418	GO:0009317
GBJ002_01420	GO:0030436
GBJ002_01421	GO:0016020
GBJ002_01421	GO:0030436
GBJ002_01422	GO:0030436
GBJ002_01423	GO:0030436
GBJ002_01424	GO:0030436
GBJ002_01425	GO:0030436
GBJ002_01426	GO:0030436
GBJ002_01430	GO:0003746
GBJ002_01430	GO:0005737
GBJ002_01430	GO:0006414
GBJ002_01430	GO:0043043
GBJ002_01432	GO:0003855
GBJ002_01432	GO:0008652
GBJ002_01432	GO:0009073
GBJ002_01432	GO:0009423
GBJ002_01432	GO:0019631
GBJ002_01437	GO:0003677
GBJ002_01437	GO:0003700
GBJ002_01437	GO:0005737
GBJ002_01437	GO:0006355
GBJ002_01437	GO:0030026
GBJ002_01437	GO:0030145
GBJ002_01437	GO:0046983
GBJ002_01438	GO:0006290
GBJ002_01438	GO:0016830
GBJ002_01438	GO:0046500
GBJ002_01438	GO:0051539
GBJ002_01442	GO:0009107
GBJ002_01442	GO:0033819
GBJ002_01453	GO:0004375
GBJ002_01453	GO:0005829
GBJ002_01453	GO:0005960
GBJ002_01453	GO:0006546
GBJ002_01453	GO:0016594
GBJ002_01453	GO:0019464
GBJ002_01453	GO:0030170
GBJ002_01454	GO:0004375
GBJ002_01454	GO:0006546
GBJ002_01454	GO:0009116
GBJ002_01454	GO:0019464
GBJ002_01455	GO:0004047
GBJ002_01455	GO:0005737
GBJ002_01455	GO:0005829
GBJ002_01455	GO:0005960
GBJ002_01455	GO:0008483
GBJ002_01455	GO:0019464
GBJ002_01462	GO:0000287
GBJ002_01462	GO:0004765
GBJ002_01462	GO:0005524
GBJ002_01462	GO:0005829
GBJ002_01462	GO:0008652
GBJ002_01462	GO:0009073
GBJ002_01462	GO:0009423
GBJ002_01468	GO:0030420
GBJ002_01473	GO:0005886
GBJ002_01473	GO:0015184
GBJ002_01473	GO:0015293
GBJ002_01480	GO:0005886
GBJ002_01480	GO:0005975
GBJ002_01480	GO:0008360
GBJ002_01480	GO:0009252
GBJ002_01480	GO:0030259
GBJ002_01480	GO:0050511
GBJ002_01480	GO:0051301
GBJ002_01480	GO:0051991
GBJ002_01480	GO:0071555
GBJ002_01481	GO:0008270
GBJ002_01481	GO:0008705
GBJ002_01481	GO:0009086
GBJ002_01481	GO:0031419
GBJ002_01492	GO:0006730
GBJ002_01492	GO:0030272
GBJ002_01493	GO:0003735
GBJ002_01493	GO:0005737
GBJ002_01493	GO:0005840
GBJ002_01493	GO:0006412
GBJ002_01493	GO:1990904
GBJ002_01495	GO:0006817
GBJ002_01495	GO:0030643
GBJ002_01495	GO:0045936
GBJ002_01496	GO:0005524
GBJ002_01496	GO:0005886
GBJ002_01496	GO:0006817
GBJ002_01496	GO:0009898
GBJ002_01496	GO:0015415
GBJ002_01496	GO:0016887
GBJ002_01496	GO:0035435
GBJ002_01496	GO:0055052
GBJ002_01497	GO:0005886
GBJ002_01497	GO:0006817
GBJ002_01497	GO:0015415
GBJ002_01497	GO:0055052
GBJ002_01498	GO:0005886
GBJ002_01498	GO:0006817
GBJ002_01498	GO:0015415
GBJ002_01498	GO:0055052
GBJ002_01502	GO:0004784
GBJ002_01502	GO:0005737
GBJ002_01502	GO:0019430
GBJ002_01502	GO:0046872
GBJ002_01506	GO:0005506
GBJ002_01506	GO:0008152
GBJ002_01506	GO:0016114
GBJ002_01506	GO:0019288
GBJ002_01506	GO:0046429
GBJ002_01506	GO:0051539
GBJ002_01506	GO:0141197
GBJ002_01512	GO:0003677
GBJ002_01512	GO:0003906
GBJ002_01512	GO:0006281
GBJ002_01512	GO:0006284
GBJ002_01512	GO:0008081
GBJ002_01512	GO:0008270
GBJ002_01512	GO:0008833
GBJ002_01513	GO:0003689
GBJ002_01513	GO:0003724
GBJ002_01513	GO:0005524
GBJ002_01513	GO:0005829
GBJ002_01513	GO:0006401
GBJ002_01513	GO:0009409
GBJ002_01513	GO:0016887
GBJ002_01513	GO:0033592
GBJ002_01513	GO:0061775
GBJ002_01513	GO:0140584
GBJ002_01513	GO:0140665
GBJ002_01513	GO:0140849
GBJ002_01515	GO:0016114
GBJ002_01515	GO:0019288
GBJ002_01515	GO:0046872
GBJ002_01515	GO:0050992
GBJ002_01515	GO:0051539
GBJ002_01515	GO:0051745
GBJ002_01516	GO:0005737
GBJ002_01516	GO:0051540
GBJ002_01519	GO:0003677
GBJ002_01519	GO:0006355
GBJ002_01519	GO:0016987
GBJ002_01521	GO:0004674
GBJ002_01521	GO:0005524
GBJ002_01521	GO:0016776
GBJ002_01521	GO:0043531
GBJ002_01523	GO:0003677
GBJ002_01523	GO:0006281
GBJ002_01523	GO:0006302
GBJ002_01523	GO:0006310
GBJ002_01523	GO:0043590
GBJ002_01525	GO:0003723
GBJ002_01525	GO:0005525
GBJ002_01528	GO:0004222
GBJ002_01528	GO:0004521
GBJ002_01528	GO:0004540
GBJ002_01528	GO:0005737
GBJ002_01528	GO:0006364
GBJ002_01528	GO:0008270
GBJ002_01528	GO:0042254
GBJ002_01528	GO:0046872
GBJ002_01531	GO:0030436
GBJ002_01532	GO:0030436
GBJ002_01534	GO:0003735
GBJ002_01534	GO:0005840
GBJ002_01534	GO:0006412
GBJ002_01534	GO:1990904
GBJ002_01535	GO:0006400
GBJ002_01535	GO:0051539
GBJ002_01535	GO:0061712
GBJ002_01535	GO:1904047
GBJ002_01536	GO:0006364
GBJ002_01536	GO:0008168
GBJ002_01537	GO:0005737
GBJ002_01537	GO:0008757
GBJ002_01537	GO:0032259
GBJ002_01537	GO:0036211
GBJ002_01537	GO:0042054
GBJ002_01538	GO:0005524
GBJ002_01538	GO:0005737
GBJ002_01538	GO:0006260
GBJ002_01538	GO:0006457
GBJ002_01538	GO:0008270
GBJ002_01538	GO:0009408
GBJ002_01538	GO:0031072
GBJ002_01538	GO:0042026
GBJ002_01538	GO:0051082
GBJ002_01538	GO:0051085
GBJ002_01539	GO:0005524
GBJ002_01539	GO:0006457
GBJ002_01539	GO:0016887
GBJ002_01539	GO:0051082
GBJ002_01539	GO:0140662
GBJ002_01540	GO:0000774
GBJ002_01540	GO:0005737
GBJ002_01540	GO:0006457
GBJ002_01540	GO:0042803
GBJ002_01540	GO:0051082
GBJ002_01540	GO:0051087
GBJ002_01541	GO:0003677
GBJ002_01541	GO:0006355
GBJ002_01541	GO:0045892
GBJ002_01542	GO:0005737
GBJ002_01542	GO:0006779
GBJ002_01542	GO:0051539
GBJ002_01542	GO:0051989
GBJ002_01544	GO:0003746
GBJ002_01544	GO:0003924
GBJ002_01544	GO:0005525
GBJ002_01544	GO:0005886
GBJ002_01544	GO:0043022
GBJ002_01544	GO:0045727
GBJ002_01544	GO:1990606
GBJ002_01546	GO:0004175
GBJ002_01546	GO:0004222
GBJ002_01546	GO:0006508
GBJ002_01546	GO:0009847
GBJ002_01546	GO:0030436
GBJ002_01547	GO:0003723
GBJ002_01547	GO:0003735
GBJ002_01547	GO:0005829
GBJ002_01547	GO:0005840
GBJ002_01547	GO:0006412
GBJ002_01547	GO:0015935
GBJ002_01547	GO:0070181
GBJ002_01548	GO:0003677
GBJ002_01548	GO:0003887
GBJ002_01548	GO:0006260
GBJ002_01550	GO:0005215
GBJ002_01550	GO:0009290
GBJ002_01550	GO:0016020
GBJ002_01553	GO:0004735
GBJ002_01553	GO:0006561
GBJ002_01555	GO:0017148
GBJ002_01555	GO:0043022
GBJ002_01557	GO:0004515
GBJ002_01557	GO:0005524
GBJ002_01557	GO:0009435
GBJ002_01557	GO:0016779
GBJ002_01558	GO:0003723
GBJ002_01559	GO:0004764
GBJ002_01559	GO:0005829
GBJ002_01559	GO:0008652
GBJ002_01559	GO:0009073
GBJ002_01559	GO:0009423
GBJ002_01559	GO:0019632
GBJ002_01559	GO:0050661
GBJ002_01560	GO:0003924
GBJ002_01560	GO:0005525
GBJ002_01560	GO:0005737
GBJ002_01560	GO:0042254
GBJ002_01563	GO:0004609
GBJ002_01563	GO:0005886
GBJ002_01563	GO:0006646
GBJ002_01563	GO:0008654
GBJ002_01564	GO:0003677
GBJ002_01564	GO:0003700
GBJ002_01564	GO:0006352
GBJ002_01564	GO:0006355
GBJ002_01564	GO:0016987
GBJ002_01564	GO:0030435
GBJ002_01567	GO:0003735
GBJ002_01567	GO:0005737
GBJ002_01567	GO:0005840
GBJ002_01567	GO:0006412
GBJ002_01567	GO:1990904
GBJ002_01581	GO:0004497
GBJ002_01581	GO:0005506
GBJ002_01581	GO:0009072
GBJ002_01582	GO:0006729
GBJ002_01582	GO:0008124
GBJ002_01590	GO:0005524
GBJ002_01590	GO:0005886
GBJ002_01590	GO:0006826
GBJ002_01590	GO:0016887
GBJ002_01594	GO:0004022
GBJ002_01594	GO:0006066
GBJ002_01594	GO:0015976
GBJ002_01594	GO:0016620
GBJ002_01594	GO:0046872
GBJ002_01595	GO:0019346
GBJ002_01595	GO:0030170
GBJ002_01597	GO:0005829
GBJ002_01597	GO:0008782
GBJ002_01597	GO:0008930
GBJ002_01597	GO:0009164
GBJ002_01597	GO:0019284
GBJ002_01597	GO:0019509
GBJ002_01598	GO:0008757
GBJ002_01598	GO:0032259
GBJ002_01603	GO:0003677
GBJ002_01603	GO:0006354
GBJ002_01603	GO:0032784
GBJ002_01603	GO:0070063
GBJ002_01604	GO:0004849
GBJ002_01604	GO:0005524
GBJ002_01604	GO:0005737
GBJ002_01604	GO:0043771
GBJ002_01604	GO:0044206
GBJ002_01604	GO:0044211
GBJ002_01610	GO:0000967
GBJ002_01610	GO:0004518
GBJ002_01610	GO:0005829
GBJ002_01610	GO:0006364
GBJ002_01612	GO:0000049
GBJ002_01612	GO:0000166
GBJ002_01612	GO:0002161
GBJ002_01612	GO:0004813
GBJ002_01612	GO:0005524
GBJ002_01612	GO:0005737
GBJ002_01612	GO:0005829
GBJ002_01612	GO:0006419
GBJ002_01612	GO:0008270
GBJ002_01612	GO:0016740
GBJ002_01620	GO:0000049
GBJ002_01620	GO:0002143
GBJ002_01620	GO:0005524
GBJ002_01620	GO:0005737
GBJ002_01620	GO:0008033
GBJ002_01620	GO:0016740
GBJ002_01620	GO:0016783
GBJ002_01620	GO:0103016
GBJ002_01626	GO:0000166
GBJ002_01626	GO:0003676
GBJ002_01626	GO:0004812
GBJ002_01626	GO:0004815
GBJ002_01626	GO:0005524
GBJ002_01626	GO:0005737
GBJ002_01626	GO:0006418
GBJ002_01626	GO:0006422
GBJ002_01626	GO:0016740
GBJ002_01626	GO:0016874
GBJ002_01626	GO:0050560
GBJ002_01627	GO:0004821
GBJ002_01627	GO:0005524
GBJ002_01627	GO:0005737
GBJ002_01627	GO:0006427
GBJ002_01627	GO:0016740
GBJ002_01630	GO:0000049
GBJ002_01630	GO:0004045
GBJ002_01630	GO:0005737
GBJ002_01630	GO:0008152
GBJ002_01630	GO:0019478
GBJ002_01630	GO:0043908
GBJ002_01630	GO:0051500
GBJ002_01630	GO:0106026
GBJ002_01632	GO:0002055
GBJ002_01632	GO:0003999
GBJ002_01632	GO:0005737
GBJ002_01632	GO:0006166
GBJ002_01632	GO:0006168
GBJ002_01632	GO:0009116
GBJ002_01632	GO:0016208
GBJ002_01632	GO:0044209
GBJ002_01633	GO:0006281
GBJ002_01633	GO:0006310
GBJ002_01633	GO:0008409
GBJ002_01635	GO:0006886
GBJ002_01635	GO:0015450
GBJ002_01637	GO:0030436
GBJ002_01640	GO:0005886
GBJ002_01640	GO:0009306
GBJ002_01640	GO:0015450
GBJ002_01641	GO:0002099
GBJ002_01641	GO:0005737
GBJ002_01641	GO:0005829
GBJ002_01641	GO:0006400
GBJ002_01641	GO:0008479
GBJ002_01641	GO:0008616
GBJ002_01641	GO:0046872
GBJ002_01641	GO:0101030
GBJ002_01642	GO:0002099
GBJ002_01642	GO:0005737
GBJ002_01642	GO:0008616
GBJ002_01642	GO:0016740
GBJ002_01642	GO:0016853
GBJ002_01642	GO:0051075
GBJ002_01644	GO:0000400
GBJ002_01644	GO:0003677
GBJ002_01644	GO:0003689
GBJ002_01644	GO:0005524
GBJ002_01644	GO:0005737
GBJ002_01644	GO:0006281
GBJ002_01644	GO:0006310
GBJ002_01644	GO:0009378
GBJ002_01644	GO:0016887
GBJ002_01644	GO:0036121
GBJ002_01644	GO:0048476
GBJ002_01644	GO:0061749
GBJ002_01644	GO:0061775
GBJ002_01644	GO:0140584
GBJ002_01644	GO:0140665
GBJ002_01644	GO:0140849
GBJ002_01644	GO:1990518
GBJ002_01645	GO:0000400
GBJ002_01645	GO:0003678
GBJ002_01645	GO:0005524
GBJ002_01645	GO:0005737
GBJ002_01645	GO:0006281
GBJ002_01645	GO:0006310
GBJ002_01645	GO:0009378
GBJ002_01645	GO:0009379
GBJ002_01645	GO:0036121
GBJ002_01645	GO:0048476
GBJ002_01645	GO:0061749
GBJ002_01645	GO:1990518
GBJ002_01652	GO:0005829
GBJ002_01652	GO:0008987
GBJ002_01652	GO:0009435
GBJ002_01652	GO:0034628
GBJ002_01652	GO:0046872
